id,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,reviews_per_month
1317291,98,2013-08-25,2015-10-27,96.0,10.0,9.0,10.0,10.0,9.0,10.0,1.0,moderate,1.0,1.0,1,3.65
5364087,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
5428713,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
8570405,2,2015-10-04,2015-10-25,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,flexible,1.0,1.0,1,1.71
8844189,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
8616213,1,2015-10-12,2015-10-12,100.0,10.0,10.0,10.0,10.0,8.0,10.0,1.0,flexible,1.0,1.0,1,1.0
1678667,7,2014-03-31,2015-10-27,86.0,9.0,9.0,9.0,8.0,7.0,9.0,1.0,strict,1.0,1.0,1,0.36
5666350,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
5375907,1,2015-03-19,2015-03-19,100.0,10.0,10.0,10.0,10.0,8.0,8.0,1.0,moderate,1.0,1.0,1,0.13
7935644,0,,,,,,,,,,1.0,strict,1.0,1.0,7,
712278,9,2014-11-10,2015-10-27,100.0,10.0,9.0,10.0,10.0,9.0,9.0,1.0,moderate,1.0,1.0,1,0.74
8209624,12,2015-09-07,2015-11-01,82.0,9.0,8.0,10.0,10.0,9.0,9.0,1.0,flexible,1.0,1.0,1,5.71
9201675,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
5179139,1,2015-03-19,2015-03-19,100.0,10.0,10.0,10.0,10.0,8.0,8.0,0.0,moderate,1.0,1.0,1,0.13
7884319,0,,,,,,,,,,1.0,strict,1.0,1.0,3,
5317978,0,,,,,,,,,,1.0,strict,1.0,1.0,1,
322092,46,2012-03-15,2015-10-27,92.0,9.0,9.0,10.0,10.0,10.0,9.0,1.0,strict,0.0,0.0,6,1.03
5619721,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
4930314,2,2015-03-17,2015-03-22,100.0,10.0,10.0,10.0,10.0,10.0,9.0,1.0,flexible,1.0,1.0,1,0.25
2948580,63,2014-06-17,2015-11-01,90.0,9.0,9.0,10.0,10.0,9.0,9.0,0.0,strict,1.0,1.0,1,3.71
7986101,4,2015-09-21,2015-10-25,93.0,8.0,9.0,9.0,10.0,10.0,9.0,0.0,flexible,1.0,1.0,1,2.45
5531660,3,2015-03-17,2015-03-28,93.0,10.0,8.0,10.0,10.0,9.0,9.0,1.0,flexible,1.0,1.0,1,0.38
5965736,6,2015-05-03,2015-10-12,100.0,10.0,10.0,10.0,10.0,10.0,9.0,1.0,strict,1.0,1.0,2,0.95
5384863,1,2015-03-19,2015-03-19,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,moderate,1.0,1.0,1,0.13
5474538,19,2015-06-22,2015-11-06,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,moderate,1.0,1.0,2,4.1
8666212,1,2015-10-05,2015-10-05,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,flexible,1.0,1.0,1,0.88
5970668,28,2015-05-04,2015-10-22,100.0,10.0,10.0,10.0,10.0,10.0,9.0,0.0,moderate,1.0,1.0,1,4.47
7870808,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
8132276,2,2015-09-07,2015-09-09,100.0,10.0,8.0,10.0,10.0,8.0,10.0,1.0,strict,1.0,1.0,1,0.97
8099549,0,,,,,,,,,,1.0,strict,1.0,1.0,3,
5314990,0,,,,,,,,,,1.0,strict,1.0,1.0,1,
9210649,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
953345,3,2013-06-23,2014-06-26,100.0,9.0,9.0,10.0,10.0,8.0,9.0,1.0,flexible,1.0,0.0,5,0.1
8457258,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
5934125,5,2015-05-08,2015-10-15,96.0,9.0,9.0,10.0,10.0,10.0,10.0,1.0,strict,1.0,1.0,2,0.82
8031278,4,2015-09-24,2015-10-25,90.0,10.0,8.0,10.0,10.0,10.0,9.0,0.0,flexible,1.0,1.0,1,2.67
7965843,1,2015-10-13,2015-10-13,100.0,10.0,10.0,10.0,10.0,6.0,8.0,0.0,flexible,1.0,1.0,1,1.0
8293552,3,2015-09-28,2015-10-27,80.0,9.0,7.0,10.0,9.0,9.0,9.0,1.0,moderate,1.0,1.0,1,2.2
333810,2,2013-03-15,2015-10-27,90.0,9.0,10.0,10.0,10.0,7.0,8.0,1.0,strict,1.0,1.0,1,0.06
7638756,0,,,,,,,,,,1.0,strict,1.0,1.0,1,
4296531,1,2015-07-06,2015-07-06,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,strict,1.0,1.0,1,0.24
4886509,0,,,,,,,,,,1.0,moderate,1.0,1.0,1,
5607608,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
5511174,1,2015-03-18,2015-03-18,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,flexible,1.0,1.0,2,0.13
2429409,0,,,,,,,,,,1.0,flexible,1.0,1.0,3,
7903047,5,2015-08-24,2015-10-13,96.0,10.0,10.0,10.0,10.0,9.0,10.0,1.0,moderate,1.0,1.0,1,1.97
8721130,3,2015-10-12,2015-10-25,80.0,8.0,7.0,10.0,10.0,9.0,9.0,1.0,flexible,1.0,1.0,1,3.0
1708833,1,2015-10-13,2015-10-13,100.0,10.0,8.0,10.0,10.0,10.0,10.0,1.0,moderate,1.0,1.0,1,1.0
5346397,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
5374823,19,2015-03-12,2015-09-11,96.0,10.0,9.0,9.0,9.0,9.0,9.0,1.0,moderate,1.0,1.0,2,2.37
955612,27,2014-02-03,2015-11-02,96.0,9.0,9.0,10.0,10.0,10.0,9.0,0.0,strict,1.0,0.0,1,1.26
6198536,5,2015-08-09,2015-10-21,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,strict,1.0,1.0,1,1.65
8284053,2,2015-09-21,2015-09-28,90.0,9.0,9.0,9.0,9.0,9.0,10.0,1.0,flexible,1.0,1.0,1,1.22
8461184,0,,,,,,,,,,1.0,strict,1.0,1.0,1,
3860937,2,2015-06-16,2015-10-13,100.0,10.0,8.0,10.0,10.0,9.0,10.0,1.0,flexible,1.0,1.0,1,0.41
5327017,0,,,,,,,,,,1.0,moderate,1.0,1.0,1,
5630531,8,2015-03-16,2015-05-26,93.0,10.0,10.0,10.0,10.0,9.0,9.0,1.0,strict,1.0,1.0,1,1.01
8743900,3,2015-10-11,2015-10-25,80.0,9.0,8.0,8.0,9.0,9.0,8.0,1.0,flexible,1.0,1.0,1,3.0
8613034,0,,,,,,,,,,1.0,moderate,1.0,1.0,1,
5205313,0,,,,,,,,,,1.0,strict,1.0,1.0,1,
6876610,16,2015-06-20,2015-10-14,92.0,9.0,9.0,9.0,10.0,9.0,9.0,0.0,moderate,1.0,1.0,1,3.38
4496516,20,2015-03-19,2015-10-27,97.0,10.0,10.0,10.0,10.0,9.0,10.0,1.0,flexible,1.0,1.0,1,2.56
5402410,1,2015-03-17,2015-03-17,100.0,10.0,8.0,10.0,10.0,10.0,10.0,1.0,flexible,1.0,1.0,1,0.13
520055,4,2014-06-11,2015-07-11,100.0,10.0,10.0,10.0,9.0,10.0,10.0,1.0,flexible,1.0,1.0,1,0.23
5569871,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
5337129,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
5650003,0,,,,,,,,,,1.0,moderate,1.0,1.0,1,
5629969,2,2015-09-21,2015-10-26,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,flexible,1.0,1.0,1,1.22
2453663,14,2014-04-14,2015-10-31,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,flexible,1.0,1.0,1,0.73
348907,0,,,,,,,,,,1.0,strict,1.0,0.0,1,
720315,13,2013-05-14,2015-10-06,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,moderate,0.0,0.0,1,0.43
8582008,3,2015-10-21,2015-10-21,,,,,,,,0.0,flexible,1.0,1.0,1,3.0
5296975,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
4256740,0,,,,,,,,,,1.0,strict,1.0,1.0,1,
8188915,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
8628400,0,,,,,,,,,,1.0,strict,1.0,1.0,2,
7402917,10,2015-08-17,2015-10-26,90.0,8.0,7.0,9.0,9.0,9.0,9.0,1.0,moderate,1.0,1.0,5,3.57
8134325,8,2015-09-09,2015-10-19,93.0,9.0,10.0,10.0,10.0,9.0,9.0,1.0,moderate,1.0,1.0,1,4.0
980766,2,2013-03-16,2014-03-21,99.0,10.0,9.0,10.0,10.0,10.0,10.0,1.0,flexible,1.0,1.0,3,0.06
8714221,1,2015-10-31,2015-10-31,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,flexible,1.0,1.0,1,1.0
1701928,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
6453354,8,2015-05-31,2015-10-19,92.0,10.0,8.0,9.0,10.0,9.0,10.0,1.0,strict,1.0,1.0,1,1.48
5652198,3,2015-03-18,2015-03-23,93.0,10.0,9.0,10.0,10.0,9.0,9.0,1.0,flexible,1.0,1.0,1,0.38
2531058,0,,,,,,,,,,1.0,strict,1.0,1.0,1,
8616763,1,2015-10-13,2015-10-13,100.0,8.0,6.0,10.0,8.0,8.0,10.0,0.0,flexible,1.0,1.0,2,1.0
5438292,0,,,,,,,,,,1.0,strict,1.0,1.0,1,
2380977,5,2014-03-13,2015-05-15,92.0,8.0,9.0,10.0,10.0,9.0,8.0,1.0,strict,1.0,1.0,1,0.25
5668164,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
5537224,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
9043459,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
8649371,2,2015-10-24,2015-10-26,80.0,8.0,8.0,10.0,10.0,10.0,10.0,1.0,flexible,1.0,1.0,1,2.0
5537445,0,,,,,,,,,,1.0,moderate,0.0,0.0,1,
966601,25,2013-03-14,2015-07-06,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,strict,1.0,1.0,2,0.77
8781536,0,,,,,,,,,,0.0,flexible,1.0,1.0,2,
5454582,0,,,,,,,,,,1.0,moderate,1.0,1.0,1,
7020511,0,,,,,,,,,,1.0,moderate,1.0,1.0,1,
5570520,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
2210796,4,2015-03-20,2015-04-13,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,flexible,1.0,1.0,1,0.52
5316821,2,2015-03-18,2015-07-13,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,strict,1.0,1.0,1,0.26
8633525,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
5415285,1,2015-03-23,2015-03-23,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,flexible,1.0,1.0,1,0.13
8593785,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
5022086,0,,,,,,,,,,1.0,strict,1.0,1.0,1,
8502789,2,2015-10-04,2015-10-11,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,flexible,1.0,1.0,2,1.67
8634110,3,2015-10-05,2015-11-02,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,moderate,1.0,1.0,1,2.57
4137741,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
8627015,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
8069972,3,2015-09-21,2015-10-19,67.0,8.0,9.0,9.0,9.0,7.0,7.0,1.0,moderate,1.0,1.0,1,1.88
5612495,3,2015-03-16,2015-03-22,80.0,8.0,7.0,10.0,10.0,9.0,7.0,1.0,strict,1.0,1.0,1,0.38
1909811,21,2014-01-17,2015-10-27,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,strict,0.0,0.0,1,0.95
926804,4,2013-03-16,2015-03-18,90.0,10.0,10.0,10.0,10.0,9.0,9.0,1.0,strict,1.0,1.0,1,0.12
508203,78,2012-09-04,2015-10-27,96.0,10.0,9.0,10.0,10.0,9.0,10.0,1.0,moderate,0.0,0.0,1,2.02
8372581,4,2015-09-28,2015-11-01,95.0,10.0,10.0,10.0,10.0,9.0,10.0,1.0,strict,1.0,1.0,3,2.86
7979377,6,2015-09-06,2015-10-26,93.0,10.0,9.0,9.0,9.0,8.0,9.0,1.0,flexible,1.0,1.0,2,2.81
8637185,1,2015-10-25,2015-10-25,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,flexible,1.0,1.0,1,1.0
6374002,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
770997,3,2013-03-13,2014-03-17,87.0,6.0,9.0,10.0,10.0,8.0,7.0,1.0,strict,1.0,1.0,2,0.09
6964491,6,2015-07-21,2015-10-17,100.0,10.0,10.0,10.0,10.0,9.0,10.0,1.0,flexible,1.0,1.0,1,1.62
8735496,1,2015-10-25,2015-10-25,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,strict,1.0,1.0,1,1.0
969592,2,2014-03-11,2014-03-12,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,flexible,1.0,1.0,1,0.1
5262449,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
4279491,19,2014-11-08,2015-10-14,94.0,9.0,9.0,10.0,9.0,9.0,9.0,0.0,flexible,1.0,1.0,2,1.56
8212774,5,2015-09-06,2015-11-01,92.0,10.0,10.0,10.0,9.0,9.0,9.0,1.0,strict,1.0,1.0,1,2.34
4444944,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
2478886,33,2014-11-07,2015-10-31,95.0,10.0,10.0,10.0,10.0,9.0,10.0,1.0,strict,1.0,1.0,2,2.7
5329813,1,2015-03-23,2015-03-23,100.0,10.0,10.0,10.0,10.0,8.0,10.0,1.0,strict,1.0,1.0,1,0.13
6597784,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
2272446,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
2381241,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
2315963,18,2014-03-12,2015-10-29,98.0,10.0,10.0,10.0,10.0,9.0,10.0,1.0,strict,1.0,1.0,1,0.89
2521443,0,,,,,,,,,,1.0,strict,1.0,1.0,1,
8444071,5,2015-09-23,2015-10-27,100.0,10.0,9.0,10.0,10.0,10.0,10.0,1.0,flexible,1.0,1.0,1,3.19
3791074,1,2015-03-16,2015-03-16,100.0,10.0,10.0,10.0,10.0,10.0,8.0,1.0,moderate,1.0,1.0,1,0.13
973313,22,2013-03-18,2015-11-02,97.0,10.0,9.0,10.0,10.0,9.0,10.0,1.0,strict,1.0,1.0,3,0.68
5549968,2,2015-05-19,2015-05-30,100.0,10.0,10.0,10.0,10.0,9.0,10.0,1.0,moderate,1.0,1.0,2,0.35
2502581,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
8663039,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
5484573,9,2015-04-17,2015-10-26,91.0,10.0,9.0,10.0,10.0,9.0,9.0,1.0,flexible,1.0,1.0,2,1.32
221353,6,,2015-10-12,,,,,,,,0.0,strict,1.0,1.0,3,
3432804,2,2015-03-23,2015-09-08,100.0,10.0,10.0,10.0,10.0,8.0,7.0,1.0,strict,1.0,1.0,1,0.26
975434,0,,,,,,,,,,1.0,strict,1.0,1.0,1,
7791273,8,2015-08-16,2015-10-30,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,flexible,1.0,1.0,2,2.82
5530359,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
4416362,2,2015-02-09,2015-07-09,20.0,2.0,2.0,6.0,2.0,8.0,2.0,1.0,strict,1.0,1.0,7,0.22
5288299,0,,,,,,,,,,1.0,moderate,1.0,1.0,1,
8171923,7,2015-09-14,2015-11-02,94.0,9.0,9.0,10.0,10.0,7.0,9.0,1.0,flexible,1.0,1.0,1,3.82
6921641,4,2015-06-28,2015-10-11,93.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,flexible,1.0,1.0,1,0.9
8598030,1,2015-10-12,2015-10-12,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,flexible,1.0,1.0,1,1.0
2503261,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
6219301,9,2015-05-24,2015-10-22,96.0,9.0,10.0,10.0,9.0,9.0,9.0,0.0,strict,1.0,1.0,2,1.6
5681852,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
5695124,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
5629660,14,2015-05-15,2015-11-02,87.0,9.0,9.0,10.0,9.0,9.0,9.0,1.0,moderate,1.0,1.0,5,2.36
221348,38,2012-05-01,2015-10-19,94.0,10.0,10.0,10.0,10.0,10.0,9.0,0.0,moderate,1.0,1.0,3,0.89
4120781,7,2014-10-06,2015-07-06,91.0,10.0,10.0,9.0,9.0,9.0,10.0,1.0,flexible,1.0,1.0,1,0.53
4251986,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
7364825,3,2015-09-09,2015-10-26,100.0,10.0,10.0,10.0,10.0,9.0,9.0,0.0,strict,1.0,1.0,1,1.48
8235608,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
8410322,2,2015-09-25,2015-10-12,90.0,9.0,10.0,10.0,10.0,10.0,10.0,1.0,flexible,1.0,1.0,1,1.33
8016449,10,2015-08-30,2015-10-17,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,flexible,1.0,1.0,2,4.23
4092417,40,2014-10-23,2015-10-26,92.0,10.0,9.0,10.0,10.0,9.0,9.0,1.0,moderate,1.0,1.0,1,3.14
8810945,3,2015-10-11,2015-10-28,93.0,10.0,9.0,10.0,10.0,10.0,10.0,1.0,flexible,1.0,1.0,2,3.0
5535720,2,2015-09-06,2015-09-13,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,flexible,1.0,1.0,2,0.94
7842104,7,2015-08-23,2015-11-01,100.0,10.0,10.0,10.0,10.0,9.0,9.0,1.0,moderate,1.0,1.0,1,2.69
2418997,0,,,,,,,,,,1.0,strict,1.0,1.0,1,
2553559,1,2015-03-18,2015-03-18,100.0,10.0,10.0,10.0,10.0,10.0,8.0,1.0,flexible,1.0,1.0,1,0.13
6814486,6,2015-08-04,2015-10-27,96.0,10.0,9.0,10.0,10.0,9.0,10.0,1.0,strict,1.0,1.0,2,1.86
4455071,1,2014-11-03,2014-11-03,80.0,10.0,8.0,8.0,10.0,6.0,6.0,1.0,flexible,1.0,1.0,1,0.08
5619257,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
5231442,1,2015-03-11,2015-03-11,,,,,,,,1.0,strict,1.0,1.0,1,0.12
5075929,12,2015-03-17,2015-10-27,90.0,9.0,8.0,9.0,9.0,8.0,9.0,1.0,moderate,1.0,1.0,1,1.52
8516399,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
5205378,0,,,,,,,,,,0.0,strict,1.0,1.0,1,
8222790,1,2015-09-16,2015-09-16,,,,,,,,1.0,flexible,1.0,1.0,1,0.56
5928033,10,2015-04-19,2015-10-18,80.0,9.0,10.0,10.0,10.0,9.0,9.0,1.0,flexible,1.0,1.0,1,1.47
5270718,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
4156129,7,2015-05-19,2015-10-30,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,strict,1.0,1.0,3,1.21
5018041,33,2015-02-16,2015-10-26,93.0,9.0,10.0,10.0,10.0,10.0,9.0,0.0,moderate,1.0,1.0,1,3.72
5618773,7,2015-07-04,2015-10-26,86.0,9.0,9.0,9.0,9.0,9.0,8.0,1.0,flexible,1.0,1.0,2,1.64
5171693,0,,,,,,,,,,1.0,strict,1.0,1.0,1,
7716273,0,,,,,,,,,,1.0,flexible,1.0,1.0,2,
3828744,17,2014-10-13,2015-10-25,95.0,9.0,10.0,10.0,10.0,9.0,9.0,1.0,moderate,1.0,1.0,1,1.3
5628392,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
5169534,41,2015-03-14,2015-10-19,95.0,10.0,9.0,10.0,10.0,9.0,9.0,1.0,flexible,1.0,1.0,2,5.13
8556668,0,,,,,,,,,,1.0,moderate,1.0,1.0,1,
6347383,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
775192,2,2013-03-11,2013-03-18,94.0,9.0,10.0,10.0,10.0,7.0,10.0,1.0,flexible,1.0,1.0,1,0.06
379988,186,2012-07-06,2015-09-30,95.0,10.0,9.0,9.0,10.0,9.0,9.0,1.0,moderate,0.0,1.0,2,4.57
5524407,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
2509662,1,2015-03-16,2015-03-16,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,flexible,1.0,1.0,1,0.13
8672607,2,2015-10-06,2015-10-13,80.0,10.0,8.0,10.0,10.0,9.0,8.0,1.0,flexible,1.0,1.0,1,1.76
5458147,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
5458144,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
8540586,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
8310170,2,2015-09-11,2015-09-21,100.0,10.0,9.0,10.0,10.0,10.0,10.0,1.0,strict,0.0,0.0,1,1.02
9032094,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
5524966,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
8212690,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
8507553,5,2015-10-06,2015-11-02,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,flexible,1.0,1.0,1,4.41
1460209,3,2015-03-16,2015-10-13,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,strict,1.0,1.0,1,0.38
8507040,2,2015-10-13,2015-10-27,100.0,10.0,10.0,10.0,10.0,9.0,10.0,1.0,strict,1.0,1.0,2,2.0
3163728,3,2014-06-02,2015-08-10,100.0,10.0,8.0,10.0,10.0,10.0,8.0,1.0,strict,1.0,1.0,3,0.17
778502,16,2014-03-17,2015-10-18,93.0,8.0,8.0,10.0,10.0,8.0,9.0,1.0,strict,1.0,1.0,1,0.8
8308227,9,2015-09-15,2015-11-06,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,strict,1.0,1.0,1,4.91
5424240,2,2015-03-21,2015-06-07,90.0,9.0,8.0,10.0,10.0,10.0,9.0,1.0,flexible,1.0,1.0,1,0.26
6702163,0,,,,,,,,,,1.0,strict,0.0,1.0,6,
4047604,9,2014-10-14,2015-08-05,98.0,10.0,10.0,10.0,10.0,9.0,10.0,1.0,moderate,1.0,1.0,9,0.69
7620140,23,2015-08-03,2015-11-03,97.0,10.0,9.0,10.0,10.0,10.0,10.0,1.0,moderate,1.0,1.0,1,7.04
5914857,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
7422090,5,2015-07-26,2015-10-26,100.0,10.0,9.0,10.0,10.0,9.0,10.0,1.0,flexible,1.0,1.0,1,1.42
4931574,11,2015-03-19,2015-09-21,98.0,10.0,10.0,10.0,10.0,10.0,9.0,1.0,strict,1.0,1.0,1,1.4
4966926,45,2015-03-11,2015-11-02,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,moderate,1.0,1.0,1,5.58
4256862,1,2014-10-13,2014-10-13,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,flexible,1.0,1.0,1,0.08
8829151,0,,,,,,,,,,1.0,flexible,1.0,1.0,2,
7583880,5,2015-09-28,2015-10-25,100.0,10.0,10.0,10.0,10.0,9.0,10.0,1.0,flexible,1.0,1.0,1,3.66
8631967,2,2015-10-27,2015-11-04,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,moderate,1.0,1.0,1,2.0
1391406,5,2015-03-17,2015-10-13,100.0,10.0,10.0,10.0,10.0,9.0,10.0,1.0,strict,1.0,1.0,2,0.64
4366112,63,2014-11-07,2015-11-03,90.0,9.0,9.0,10.0,10.0,8.0,9.0,1.0,moderate,1.0,1.0,1,5.16
4143736,0,,,,,,,,,,1.0,strict,1.0,1.0,6,
6142572,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
701948,4,2014-10-12,2015-10-04,95.0,10.0,10.0,10.0,10.0,9.0,9.0,0.0,strict,1.0,1.0,1,0.31
5616618,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
2471972,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
374744,0,,,,,,,,,,1.0,moderate,1.0,1.0,1,
5715912,3,2015-05-17,2015-10-05,87.0,9.0,8.0,9.0,9.0,9.0,9.0,0.0,strict,1.0,1.0,1,0.51
362525,2,2012-03-17,2012-11-20,91.0,8.0,8.0,10.0,10.0,9.0,9.0,1.0,strict,0.0,0.0,1,0.05
79183,17,2011-08-14,2015-10-05,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,strict,1.0,1.0,3,0.33
3551072,5,2014-11-17,2015-08-24,96.0,10.0,9.0,10.0,9.0,10.0,10.0,1.0,strict,1.0,1.0,7,0.42
9023287,0,,,,,,,,,,1.0,strict,1.0,1.0,2,
5516786,1,2015-03-16,2015-03-16,80.0,10.0,10.0,10.0,10.0,6.0,10.0,1.0,strict,1.0,1.0,1,0.13
5288586,27,2015-02-16,2015-10-26,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,strict,1.0,1.0,2,3.06
7994006,0,,,,,,,,,,1.0,strict,1.0,1.0,1,
5534198,11,2015-03-19,2015-10-25,94.0,10.0,9.0,10.0,10.0,9.0,9.0,1.0,flexible,1.0,1.0,1,1.41
5548736,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
8596124,1,2015-11-04,2015-11-04,80.0,10.0,10.0,10.0,10.0,8.0,10.0,1.0,strict,1.0,1.0,1,1.0
5581461,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
8596056,3,2015-10-19,2015-11-03,80.0,9.0,8.0,9.0,9.0,9.0,8.0,1.0,strict,1.0,1.0,2,3.0
207054,37,2011-10-25,2015-10-16,97.0,10.0,10.0,10.0,10.0,9.0,9.0,1.0,strict,0.0,0.0,1,0.75
5286890,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
4142257,2,2015-04-13,2015-09-22,90.0,9.0,9.0,10.0,8.0,5.0,8.0,1.0,strict,1.0,1.0,6,0.29
1321453,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
3875997,3,2014-09-04,2015-03-24,100.0,9.0,10.0,9.0,10.0,9.0,9.0,1.0,strict,1.0,1.0,1,0.21
7938150,0,,,,,,,,,,1.0,strict,1.0,1.0,1,
8421657,5,2015-09-21,2015-11-04,84.0,8.0,8.0,10.0,9.0,8.0,8.0,1.0,flexible,1.0,1.0,1,3.13
2530993,4,2015-05-28,2015-10-13,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,moderate,1.0,1.0,1,0.73
5185088,0,,,,,,,,,,1.0,strict,1.0,1.0,1,
9149977,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
8135306,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
8887127,0,,,,,,,,,,1.0,flexible,1.0,1.0,1,
8002319,2,2015-10-01,2015-10-08,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,flexible,1.0,1.0,1,1.58
5479073,0,,,,,,,,,,1.0,flexible,1.0,1.0,2,
4856367,0,,,,,,,,,,1.0,strict,1.0,1.0,1,
5315643,12,2015-02-16,2015-10-07,95.0,10.0,10.0,9.0,9.0,9.0,8.0,1.0,moderate,1.0,1.0,1,1.36
